word_en	pos_en	word_sr	pos_sr	word_sr_1	pos_sr_1	word_sr_2	pos_sr_2	word_sr_3	pos_sr_3	word_sr_full	reflexive	lemma_sr	gpt_PoS_valid	gpt_lemma_valid	gpt_valid
annihilation	NOUN	uništenje	NOUN	uništenje	NOUN	uništenje	NOUN	uništenje	NOUN	uništenje	0	uništenje	True	True	True
announcement	NOUN	obaveštenje	NOUN	obaveštenje	NOUN	najava	NOUN	obaveštenje	NOUN	obaveštenje	0	obaveštenje	True	True	True
annoy	VERB	nervirati	VERB	nervirati	VERB	nervirati	VERB	nervirati	VERB	nervirati	0	nervirati	True	True	True
annoyance	NOUN	nervoza	NOUN	nervoza	NOUN	nerviranje	NOUN	nervoza	NOUN	nervoza	0	nervoza	True	True	True
annoying	ADJ	iritantan	ADJ	iritantan	ADJ	iritantan	ADJ	dosadan	ADJ	iritantan	0	iritantan	True	True	True
annoying	NOUN	iritacija	NOUN	iritacija	NOUN	iritant	NOUN	dosada	NOUN	iritacija	0	iritacija	True	True	True
annulment	NOUN	poništavanje	NOUN	poništavanje	NOUN	poništenje	NOUN	poništenje	NOUN	poništavanje	0	poništavanje	True	True	True
anomaly	NOUN	anomalija	NOUN	anomalija	NOUN	anomalija	NOUN	anomalija	NOUN	anomalija	0	anomalija	True	True	True
answerable	ADJ	odgovoran	ADJ	odgovoran	ADJ	odgovoran	ADJ	odgovoran	ADJ	odgovoran	0	odgovoran	True	True	True
antagonism	NOUN	antagonizam	NOUN	antagonizam	NOUN	antagonizam	NOUN	antagonizam	NOUN	antagonizam	0	antagonizam	True	True	True
antagonist	NOUN	antagonista	NOUN	antagonista	NOUN	antagonist	NOUN	antagonist	NOUN	antagonista	0	antagonista	True	True	True
antagonistic	ADJ	antagonistički	ADJ	antagonistički	ADJ	antagonistički	ADJ	antagonistički	ADJ	antagonistički	0	antagonistički	True	True	True
anthrax	NOUN	antraks	NOUN	antraks	NOUN	antraks	NOUN	antraks	NOUN	antraks	0	antraks	True	True	True
antichrist	NOUN	antihrist	NOUN	antihrist	NOUN	antihrist	NOUN	antihrist	NOUN	antihrist	0	antihrist	True	True	True
anticipation	NOUN	iščekivanje	NOUN	iščekivanje	NOUN	iščekivanje	NOUN	iščekivanje	NOUN	iščekivanje	0	iščekivanje	True	True	True
anticipatory	ADJ	anticipativan	ADJ	anticipativan	ADJ	iščekujući	ADJ	anticipatoran	ADJ	anticipativan	0	anticipativan	True	True	True
antidote	NOUN	antidot	NOUN	antidot	NOUN	antidot	NOUN	antidot	NOUN	antidot	0	antidot	True	True	True
antifungal	ADJ	antimikotik	ADJ	antimikotik	ADJ	antimikotik	ADJ	antifungalni	ADJ	antimikotik	0		True	False	False
antifungal	NOUN	antimikotik	NOUN	antifungalni	ADJ	antifungalno	ADJ	antimikotik	NOUN	antimikotik	0	antimikotik	True	True	True
antipathy	NOUN	antipatija	NOUN	antipatija	NOUN	antipatija	NOUN	antipatija	NOUN	antipatija	0	antipatija	True	True	True
antiseptic	ADJ	antiseptički	ADJ	antiseptički	ADJ	antiseptički	ADJ	antiseptički	ADJ	antiseptički	0	antiseptički	True	True	True
antiseptic	NOUN	antiseptik	NOUN	antiseptik	NOUN	antiseptik	NOUN	antiseptik	NOUN	antiseptik	0	antiseptik	True	True	True
antisocial	ADJ	asocijalan	ADJ	asocijalan	ADJ	asocijalan	ADJ	asocijalan	ADJ	asocijalan	0	asocijalan	True	True	True
antithesis	NOUN	antiteza	NOUN	antiteza	NOUN	antiteza	NOUN	antiteza	NOUN	antiteza	0	antiteza	True	True	True
anxiety	NOUN	anksioznost	NOUN	anksioznost	NOUN	anksioznost	NOUN	anksioznost	NOUN	anksioznost	0	anksioznost	True	True	True
anxious	ADJ	zabrinut	ADJ	zabrinut	ADJ	zabrinut	ADJ	zabrinut	ADJ	zabrinut	0	zabrinut	True	True	True
apache	NOUN	apache	NOUN	apache	NOUN	apaci	NOUN	apache	NOUN	apache	0		True	False	False
apathetic	ADJ	apatičan	ADJ	apatičan	ADJ	apatičan	ADJ	apatičan	ADJ	apatičan	0	apatičan	True	True	True
apathy	NOUN	apatija	NOUN	apatija	NOUN	apatija	NOUN	apatija	NOUN	apatija	0	apatija	True	True	True
aphid	NOUN	lisna vaš	MWE	lisna vaš	NOUN	lisna vaš	NOUN	lisna vaš	NOUN	lisna vaš	0		True	False	False
apologetic	ADJ	izvinjavajući	ADJ	izvinjavajući se	ADJ	izvinjavajući se	ADJ	izvinjavajući se	VERB	izvinjavajući	0		True	False	False
apologize	VERB	izvinjavati	VERB	izvinjavati se	VERB	izvinjavati se	VERB	izviniti se	VERB	izvinjavati	0	izvinjavati	True	True	True
apostle	NOUN	apostol	NOUN	apostol	NOUN	apostol	NOUN	apostol	NOUN	apostol	0	apostol	True	True	True
apostolic	ADJ	apostolski	ADJ	apostolski	ADJ	apostolski	ADJ	apostolski	ADJ	apostolski	0	apostolski	True	True	True
appal	VERB	zaprepastiti	VERB	zaprepastiti	VERB	zgroziti	VERB	uznemiriti	VERB	zaprepastiti	0	zaprepastiti	True	True	True
appalling	ADJ	užasan	ADJ	užasan	ADJ	užasan	ADJ	užasan	ADJ	užasan	0	užasan	True	True	True
appalling	NOUN	užas	NOUN	strahovito	ADJ	užas	NOUN	uznemiravanje	NOUN	užas	0	užas	True	True	True
apparition	NOUN	prikaza	NOUN	prikaza	NOUN	prikazanje	NOUN	ukazanje	NOUN	prikaza	0	prikaza	True	True	True
appeal	NOUN	apel	NOUN	apel	NOUN	apel	NOUN	apel	NOUN	apel	0	apel	True	True	True
appeal	VERB	apelovati	VERB	apel	NOUN	apelovati	VERB	apel	NOUN	apelovati	0	apelovati	True	True	True
appendicitis	NOUN	upala slijepog crijeva	MWE	upala slijepog crijeva	NOUN	upala slepog creva	NOUN	upala slepog creva	NOUN	upala slijepog crijeva	0		True	False	False
applause	NOUN	pljesak	NOUN	pljesak	NOUN	aplauz	NOUN	aplauz	NOUN	pljesak	0	pljesak	True	True	True
applicant	NOUN	kandidat	NOUN	kandidat	NOUN	podnositelj zahteva	NOUN	podnosilac zahteva	NOUN	kandidat	0	kandidat	True	True	True
appreciation	NOUN	cijenjenje	NOUN	cijenjenje	NOUN	zahvalnost	NOUN	zahvalnost	NOUN	cijenjenje	0		True	False	False
apprehend	VERB	uhapsiti	VERB	uhapsiti	VERB	uhapsiti	VERB	uhapsiti	VERB	uhapsiti	0	uhapsiti	True	True	True
apprehension	NOUN	strah	NOUN	strah	NOUN	strah	NOUN	strah	NOUN	strah	0	strah	True	True	True
apprehensive	ADJ	zabrinut	ADJ	zabrinut	ADJ	zabrinut	ADJ	zabrinut	ADJ	zabrinut	0	zabrinut	True	True	True
apprentice	NOUN	naučnik	NOUN	naučnik	NOUN	pripravnik	NOUN	šegrt	NOUN	naučnik	0	naučnik	True	True	True
apprentice	VERB			pripravnik	NOUN	vježbenik	NOUN	šegrt	NOUN		0		False	False	False
approaching	ADJ	približavajući	ADJ	približavajući	ADJ	približavanje	NOUN	približavanje	NOUN	približavajući	0		True	False	False
approaching	NOUN	približavanje	NOUN	približavanje	NOUN	pristup	NOUN	približavanje	NOUN	približavanje	0	približavanje	True	True	True
approbation	NOUN	odobrenje	NOUN	odobrenje	NOUN	odobrenje	NOUN	odobrenje	NOUN	odobrenje	0	odobrenje	True	True	True
approve	VERB	odobriti	VERB	odobriti	VERB	odobriti	VERB	odobriti	VERB	odobriti	0	odobriti	True	True	True
arbiter	NOUN	sudija	NOUN	sudija	NOUN	arbiter	NOUN	arbitar	NOUN	sudija	0	sudija	True	True	True
arbitration	NOUN	arbitraža	NOUN	arbitraža	NOUN	arbitraža	NOUN	arbitraža	NOUN	arbitraža	0	arbitraža	True	True	True
arbitrator	NOUN	arbitar	NOUN	arbitar	NOUN	arbitar	NOUN	arbitar	NOUN	arbitar	0	arbitar	True	True	True
archaeology	NOUN	arheologija	NOUN	arheologija	NOUN	arheologija	NOUN	arheologija	NOUN	arheologija	0	arheologija	True	True	True
architecture	NOUN	arhitektura	NOUN	arhitektura	NOUN	arhitektura	NOUN	arhitektura	NOUN	arhitektura	0	arhitektura	True	True	True
ardent	ADJ	strastven	ADJ	strastven	ADJ	strastven	ADJ	strastven	ADJ	strastven	0	strastven	True	True	True
argue	VERB	raspravljati	VERB	raspravljati	VERB	raspravljati	VERB	raspravljati	VERB	raspravljati	0	raspravljati	True	True	True
argument	NOUN	argument	NOUN	argument	NOUN	argument	NOUN	argument	NOUN	argument	0	argument	True	True	True
argumentation	NOUN	argumentacija	NOUN	argumentacija	NOUN	argumentacija	NOUN	argumentacija	NOUN	argumentacija	0	argumentacija	True	True	True
arid	ADJ	sušan	ADJ	sušan	ADJ	sušan	ADJ	suv	ADJ	sušan	0	sušan	True	True	True
arm	VERB	naoružati	VERB	naoružati	VERB	naoružati	VERB	naoružati	VERB	naoružati	0	naoružati	True	True	True
armament	NOUN	naoružanje	NOUN	naoružanje	NOUN	naoružanje	NOUN	naoružanje	NOUN	naoružanje	0	naoružanje	True	True	True
armed	ADJ	naoružan	ADJ	naoružan	ADJ	naoružan	ADJ	naoružan	ADJ	naoružan	0	naoružan	True	True	True
armor	NOUN	oklop	NOUN	oklop	NOUN	oklop	NOUN	oklop	NOUN	oklop	0	oklop	True	True	True
armor	VERB	naoružati	VERB	oklop	NOUN	naoružati	VERB	oklop	NOUN	naoružati	0	naoružati	True	True	True
armored	ADJ	oklopljen	ADJ	oklopljen	ADJ	oklopljen	ADJ	oklopljen	ADJ	oklopljen	0	oklopljen	True	True	True
armory	NOUN	oružarnica	NOUN	oružarnica	NOUN	oružarnica	NOUN	oružarnica	NOUN	oružarnica	0	oružarnica	True	True	True
arouse	VERB	probuditi	VERB	probuditi	VERB	probuditi	VERB	probuditi	VERB	probuditi	0	probuditi	True	True	True
arraignment	NOUN	optužnica	NOUN	optužnica	NOUN	optužnica	NOUN	optužba	NOUN	optužnica	0	optužnica	True	True	True
arrival	NOUN	dolazak	NOUN	dolazak	NOUN	dolazak	NOUN	dolazak	NOUN	dolazak	0	dolazak	True	True	True
arrive	VERB	stići	VERB	stići	VERB	stići	VERB	stići	VERB	stići	0	stignuti	True	False	False
arrogant	ADJ	arogantan	ADJ	arogantan	ADJ	arogantan	ADJ	arogantan	ADJ	arogantan	0	arogantan	True	True	True
arsenic	NOUN	arsenik	NOUN	arsenik	NOUN	arsen	NOUN	arsen	NOUN	arsenik	0	arsenik	True	True	True
arson	NOUN	podmetanje požara	MWE	podmetanje požara	NOUN	paljevina	NOUN	podmetanje požara	NOUN	podmetanje požara	0		True	False	False
art	NOUN	umetnost	NOUN	umetnost	NOUN	umetnost	NOUN	umetnost	NOUN	umetnost	0	umetnost	True	True	True
artillery	NOUN	artiljerija	NOUN	artiljerija	NOUN	artiljerija	NOUN	artiljerija	NOUN	artiljerija	0	artiljerija	True	True	True
ash	NOUN	pepeo	NOUN	pepeo	NOUN	pepeo	NOUN	pepeo	NOUN	pepeo	0	pepeo	True	True	True
ash	VERB			pepeo	NOUN	pepeo	NOUN	pepeo	NOUN		0		False	False	False
ashamed	ADJ	posramljen	ADJ	sramota	NOUN	posramljen	ADJ	sram	NOUN	posramljen	0	posramljen	True	True	True
asp	NOUN	asp	NOUN	asp	NOUN	štipavac	NOUN	asp	NOUN	asp	0		True	False	False
aspiration	NOUN	aspiracija	NOUN	aspiracija	NOUN	aspiracija	NOUN	težnja	NOUN	aspiracija	0	aspiracija	True	True	True
aspire	VERB	težiti	VERB	težiti	VERB	težiti	VERB	težiti	VERB	težiti	0	težiti	True	True	True
aspiring	ADJ	ambiciozan	ADJ	težnja	NOUN	ambiciozan	ADJ	ambiciozan	ADJ	ambiciozan	0	ambiciozan	True	True	True
assail	VERB	napasti	VERB	napasti	VERB	napasti	VERB	napasti	VERB	napasti	0	napasti	True	True	True
assailant	NOUN	napadač	NOUN	napadač	NOUN	napadač	NOUN	napadač	NOUN	napadač	0	napadač	True	True	True
assassin	NOUN	ubica	NOUN	ubica	NOUN	atentator	NOUN	atentator	NOUN	ubica	0	ubica	True	True	True
assassinate	VERB	ubiti	VERB	ubiti	VERB	atentat	NOUN	ubiti	VERB	ubiti	0	ubiti	True	True	True
assassination	NOUN	atentat	NOUN	atentat	NOUN	atentat	NOUN	atentat	NOUN	atentat	0	atentat	True	True	True
assault	NOUN	napad	NOUN	napad	NOUN	napad	NOUN	napad	NOUN	napad	0	napad	True	True	True
assault	VERB	napasti	VERB	napad	NOUN	napasti	VERB	napad	NOUN	napasti	0	napasti	True	True	True
assembly	NOUN	skupština	NOUN	skupština	NOUN	skupština	NOUN	skupština	NOUN	skupština	0	skupština	True	True	True
assert	VERB	tvrditi	VERB	tvrditi	VERB	tvrditi	VERB	tvrditi	VERB	tvrditi	0	tvrditi	True	True	True
asserting	ADJ			tvrdnja	NOUN	tvrdnja	NOUN	tvrdnja	NOUN		0		False	False	False
assessment	NOUN	procena	NOUN	procena	NOUN	procena	NOUN	procena	NOUN	procena	0	procena	True	True	True
assessor	NOUN	procenitelj	NOUN	procenitelj	NOUN	procenitelj	NOUN	procenitelj	NOUN	procenitelj	0	procenitelj	True	True	True
asshole	NOUN	kreten	NOUN	kreten	NOUN	bezobraznik	NOUN	budala	NOUN	kreten	0	kreten	True	True	True
assignee	NOUN	dodeljenik	NOUN	dodeljenik	NOUN	dodeljenik	NOUN	prenosilac prava	NOUN	dodeljenik	0		True	False	False
assist	NOUN	pomoć	NOUN	pomoć	NOUN	pomoć	NOUN	pomoć	NOUN	pomoć	0	pomoć	True	True	True
assist	VERB	pomoći	VERB	pomoći	VERB	pomoći	VERB	pomoći	VERB	pomoći	0	pomoći	True	True	True
associate	ADJ	povezan	ADJ	povezan	ADJ	asociran	ADJ	asocijativan	ADJ	povezan	0	povezan	True	True	True
associate	NOUN	saradnik	NOUN	saradnik	NOUN	saradnik	NOUN	saradnik	NOUN	saradnik	0	saradnik	True	True	True
associate	VERB	povezivati	VERB	povezivati	VERB	povezati	VERB	povezati	VERB	povezivati	0	povezivati	True	True	True
association	NOUN	udruženje	NOUN	udruženje	NOUN	udruženje	NOUN	udruženje	NOUN	udruženje	0	udruženje	True	True	True
assurance	NOUN	uverenje	NOUN	uverenje	NOUN	uverenje	NOUN	uveravanje	NOUN	uverenje	0	uverenje	True	True	True
assure	VERB	uveriti	VERB	uveriti	VERB	uveriti	VERB	uveriti	VERB	uveriti	0	uveriti	True	True	True
assured	ADJ	siguran	ADJ	siguran	ADJ	siguran	ADJ	uveren	ADJ	siguran	0	siguran	True	True	True
assuredly	ADV	sigurno	ADV	sigurno	ADV	sigurno	ADV	nesumnjivo	ADJ	sigurno	0	sigurno	True	True	True
astonishingly	ADV	neverovatno	ADV	neverovatno	ADV	neverovatno	ADV	neverovatno	ADJ	neverovatno	0	neverovatno	True	True	True
astonishment	NOUN	iznenađenje	NOUN	iznenađenje	NOUN	iznenađenje	NOUN	čuđenje	NOUN	iznenađenje	0	iznenađenje	True	True	True
astray	ADV			zalutao	ADJ	skrenuo	ADJ	skrenuti	VERB		0		False	False	False
astrologer	NOUN	astrolog	NOUN	astrolog	NOUN	astrolog	NOUN	astrolog	NOUN	astrolog	0	astrolog	True	True	True
astronomer	NOUN	astronom	NOUN	astronom	NOUN	astronom	NOUN	astronom	NOUN	astronom	0	astronom	True	True	True
asylum	NOUN	azil	NOUN	azil	NOUN	azil	NOUN	azil	NOUN	azil	0	azil	True	True	True
asymmetry	NOUN	asimetrija	NOUN	asimetrija	NOUN	asimetrija	NOUN	asimetrija	NOUN	asimetrija	0	asimetrija	True	True	True
atherosclerosis	NOUN	ateroskleroza	NOUN	ateroskleroza	NOUN	ateroskleroza	NOUN	ateroskleroza	NOUN	ateroskleroza	0	ateroskleroza	True	True	True
atone	VERB	iskupiti	VERB	iskupiti se	VERB	iskupiti	VERB	iskupiti	VERB	iskupiti	0	iskupiti	True	True	True
atrocious	ADJ	zverski	ADJ	zverski	ADJ	užasan	ADJ	grozan	ADJ	zverski	0	zverski	True	True	True
atrocity	NOUN	zločin	NOUN	zločin	NOUN	užas	NOUN	zverstvo	NOUN	zločin	0	zločin	True	True	True
atrophy	NOUN	atrofija	NOUN	atrofija	NOUN	atrofija	NOUN	atrofija	NOUN	atrofija	0	atrofija	True	True	True
atrophy	VERB	atrofirati	VERB	atrofija	NOUN	atrofirati	VERB	atrofija	NOUN	atrofirati	0	atrofirati	True	True	True
attack	NOUN	napad	NOUN	napad	NOUN	napad	NOUN	napad	NOUN	napad	0	napad	True	True	True
attack	VERB	napasti	VERB	napad	NOUN	napasti	VERB	napad	NOUN	napasti	0	napasti	True	True	True
attacking	ADJ	napadački	ADJ	napadački	ADJ	napadački	ADJ	napadački	ADJ	napadački	0	napadački	True	True	True
attainable	ADJ	dostižan	ADJ	dostižan	ADJ	dostižan	ADJ	dostižan	ADJ	dostižan	0	dostižan	True	True	True
attempt	NOUN	pokušaj	NOUN	pokušaj	NOUN	pokušaj	NOUN	pokušaj	NOUN	pokušaj	0	pokušaj	True	True	True
attempt	VERB	pokušati	VERB	pokušaj	NOUN	pokušati	VERB	pokušaj	NOUN	pokušati	0	pokušati	True	True	True
attendance	NOUN	prisustvo	NOUN	prisustvo	NOUN	prisustvo	NOUN	prisustvo	NOUN	prisustvo	0	prisustvo	True	True	True
attendant	ADJ	prateći	ADJ	pratnja	NOUN	prateći	ADJ	prateći	ADJ	prateći	0	prateći	True	True	True
attendant	NOUN	pratioc	NOUN	pratioc	NOUN	pratilac	NOUN	pratilac	NOUN	pratioc	0		True	False	False
attentive	ADJ	pažljiv	ADJ	pažljiv	ADJ	pažljiv	ADJ	pažljiv	ADJ	pažljiv	0	pažljiv	True	True	True
attenuation	NOUN	oslabljavanje	NOUN	oslabljavanje	NOUN	oslabljivanje	NOUN	oslabljenje	NOUN	oslabljavanje	0		True	False	False
attest	VERB	svjedočiti	VERB	svjedočiti	VERB	svjedočiti	VERB	potvrditi	VERB	svjedočiti	0		True	False	False
attestation	NOUN	potvrda	NOUN	potvrda	NOUN	potvrda	NOUN	potvrda	NOUN	potvrda	0	potvrda	True	True	True
attorney	NOUN	advokat	NOUN	advokat	NOUN	advokat	NOUN	advokat	NOUN	advokat	0	advokat	True	True	True
auction	NOUN	aukcija	NOUN	aukcija	NOUN	aukcija	NOUN	aukcija	NOUN	aukcija	0	aukcija	True	True	True
auction	VERB			aukcija	NOUN	aukcija	NOUN	aukcija	NOUN		0		False	False	False
audience	NOUN	publika	NOUN	publika	NOUN	publika	NOUN	publika	NOUN	publika	0	publika	True	True	True
auditor	NOUN	revizor	NOUN	revizor	NOUN	revizor	NOUN	revizor	NOUN	revizor	0	revizor	True	True	True
aunt	NOUN	tetka	NOUN	tetka	NOUN	tetka	NOUN	tetka	NOUN	tetka	0	tetak	True	False	False
auspicious	ADJ	sretan	ADJ	sretan	ADJ	povoljan	ADJ	sretan	ADJ	sretan	0	sretan	True	True	True
austere	ADJ	stroga	ADJ	stroga	ADJ	strog	ADJ	strog	ADJ	stroga	0	strog	True	False	False
authentic	ADJ	autentičan	ADJ	autentičan	ADJ	autentičan	ADJ	autentičan	ADJ	autentičan	0	autentičan	True	True	True
authenticate	VERB	autentifikovati	VERB	autentifikovati	VERB	autentifikovati	VERB	autentifikovati	VERB	autentifikovati	0		True	False	False
authentication	NOUN	autentifikacija	NOUN	autentifikacija	NOUN	autentifikacija	NOUN	autentifikacija	NOUN	autentifikacija	0		True	False	False
authenticity	NOUN	autentičnost	NOUN	autentičnost	NOUN	autentičnost	NOUN	autentičnost	NOUN	autentičnost	0	autentičnost	True	True	True
author	NOUN	autor	NOUN	autor	NOUN	autor	NOUN	autor	NOUN	autor	0	autor	True	True	True
author	VERB			autor	NOUN	autor	NOUN	autor	NOUN		0		False	False	False
authoritative	ADJ	autoritativan	ADJ	autoritativan	ADJ	autoritativan	ADJ	autoritativan	ADJ	autoritativan	0	autoritativan	True	True	True
authority	NOUN	vlast	NOUN	vlast	NOUN	autoritet	NOUN	vlast	NOUN	vlast	0	vlast	True	True	True
authorization	NOUN	ovlašćenje	NOUN	ovlašćenje	NOUN	ovlašćenje	NOUN	ovlašćenje	NOUN	ovlašćenje	0	ovlašćenje	True	True	True
authorize	VERB	ovlastiti	VERB	ovlastiti	VERB	ovlašćivati	VERB	ovlastiti	VERB	ovlastiti	0	ovlastiti	True	True	True
automatic	ADJ	automatski	ADJ	automatski	ADJ	automatski	ADJ	automatski	ADJ	automatski	0	automatski	True	True	True
automatic	NOUN			automatski	ADJ	automatsko	ADJ	automatski	ADJ		0		False	False	False
autopsy	NOUN	obdukcija	NOUN	obdukcija	NOUN	obdukcija	NOUN	obdukcija	NOUN	obdukcija	0	obdukcija	True	True	True
autopsy	VERB			obdukcija	NOUN	obdukcija	NOUN	obdukcija	NOUN		0		False	False	False
avalanche	NOUN	lavina	NOUN	lavina	NOUN	lavina	NOUN	lavina	NOUN	lavina	0	lavina	True	True	True
avalanche	VERB			lavina	NOUN	lavina	NOUN	lavina	NOUN		0		False	False	False
avarice	NOUN	pohlepa	NOUN	pohlepa	NOUN	pohlepa	NOUN	pohlepa	NOUN	pohlepa	0	pohlepa	True	True	True
avenger	NOUN	osvetnik	NOUN	osvetnik	NOUN	osvetnik	NOUN	osvetnik	NOUN	osvetnik	0	osvetnik	True	True	True
averse	ADJ	odbojan	ADJ	odbojan	ADJ	nesklon	ADJ	protivan	ADJ	odbojan	0	odbojan	True	True	True
aversion	NOUN	odbojnost	NOUN	odbojnost	NOUN	odvratnost	NOUN	odvratnost	NOUN	odbojnost	0	odbojnost	True	True	True
avoid	VERB	izbegavati	VERB	izbegavati	VERB	izbegavati	VERB	izbegavati	VERB	izbegavati	0	izbegavati	True	True	True
avoidance	NOUN	izbegavanje	NOUN	izbegavanje	NOUN	izbegavanje	NOUN	izbegavanje	NOUN	izbegavanje	0	izbegavanje	True	True	True
await	VERB	čekati	VERB	čekati	VERB	čekati	VERB	čekati	VERB	čekati	0	čekati	True	True	True
award	NOUN	nagrada	NOUN	nagrada	NOUN	nagrada	NOUN	nagrada	NOUN	nagrada	0	nagrada	True	True	True
award	VERB			nagrada	NOUN	nagrada	NOUN	nagrada	NOUN		0		False	False	False
awful	ADJ	grozan	ADJ	grozan	ADJ	grozan	ADJ	grozan	ADJ	grozan	0	grozan	True	True	True
awful	ADV	grozno	ADV	grozno	ADV	užasno	ADV	grozno	ADJ	grozno	0	grozno	True	True	True
awkwardness	NOUN	nelagodnost	NOUN	nelagodnost	NOUN	neprikladnost	NOUN	nelagodnost	NOUN	nelagodnost	0	nelagodnost	True	True	True
axiom	NOUN	aksiom	NOUN	aksiom	NOUN	aksiom	NOUN	aksiom	NOUN	aksiom	0	aksiom	True	True	True
axiomatic	ADJ	aksiomatski	ADJ	aksiomatski	ADJ	aksiomatski	ADJ	aksiomatski	ADJ	aksiomatski	0	aksiomatski	True	True	True
baboon	NOUN	babun	NOUN	babun	NOUN	pavijan	NOUN	babun	NOUN	babun	0	babun	True	True	True
baby	NOUN	beba	NOUN	beba	NOUN	beba	NOUN	beba	NOUN	beba	0	beba	True	True	True
baby	VERB			beba	NOUN	beba	NOUN	beba	NOUN		0		False	False	False
babysitter	NOUN	dadilja	NOUN	dadilja	NOUN	dadilja	NOUN	dadilja	NOUN	dadilja	0	dadilja	True	True	True
backbone	NOUN	kičma	NOUN	kičma	NOUN	kičma	NOUN	kičma	NOUN	kičma	0	kičma	True	True	True
backer	NOUN	sponzor	NOUN	sponzor	NOUN	podržavač	NOUN	pristalica	NOUN	sponzor	0	sponzor	True	True	True
backwards	ADV	unazad	ADV	unazad	ADV	unazad	ADV	unazad	ADJ	unazad	0	unazad	True	True	True
backwater	NOUN	zabačeno mesto	MWE	zabačeno mesto	NOUN	zabačeno mesto	NOUN	zabačeno mesto	NOUN	zabačeno mesto	0		True	False	False
bacteria	NOUN	bakterije	NOUN	bakterije	NOUN	bakterije	NOUN	bakterije	NOUN	bakterije	0	bakterija	True	False	False
bacterium	NOUN	bakterija	NOUN	bakterija	NOUN	bakterija	NOUN	bakterija	NOUN	bakterija	0	bakterija	True	True	True
bad	ADJ	loš	ADJ	loš	ADJ	loš	ADJ	loš	ADJ	loš	0	loš	True	True	True
bad	NOUN			loše	ADJ	loše	ADJ	loše	ADJ		0		False	False	False
bad	ADV	loše	ADV	loše	ADV	loše	ADV	loše	ADJ	loše	0	loše	True	True	True
badge	NOUN	znak	NOUN	znak	NOUN	bedž	NOUN	bedž	NOUN	znak	0	znak	True	True	True
badge	VERB			oznaka	NOUN	bedž	NOUN	značka	NOUN		0		False	False	False
badger	NOUN	jazavac	NOUN	jazavac	NOUN	jazavac	NOUN	jazavac	NOUN	jazavac	0	jazavac	True	True	True
badger	VERB	dosađivati	VERB	dosađivati	VERB	dosađivati	VERB	dosađivati	VERB	dosađivati	0	dosađivati	True	True	True
badly	ADV	loše	ADV	loše	ADV	loše	ADV	loše	ADJ	loše	0	loše	True	True	True
badness	NOUN	zlo	NOUN	zlo	NOUN	zloba	NOUN	zlo	NOUN	zlo	0	zlo	True	True	True
bailiff	NOUN	izvršitelj	NOUN	izvršitelj	NOUN	izvršitelj	NOUN	sudski izvršitelj	NOUN	izvršitelj	0	izvršitelj	True	True	True
bait	NOUN	mamac	NOUN	mamac	NOUN	mamac	NOUN	mamac	NOUN	mamac	0	mamac	True	True	True
bait	VERB	mamiti	VERB	mamiti	VERB	mamiti	VERB	mamiti	VERB	mamiti	0	mamiti	True	True	True
bale	NOUN	bala	NOUN	bala	NOUN	bala	NOUN	bal	NOUN	bala	0	bal	True	False	False
bale	VERB			bala	NOUN	bala	NOUN	bala	NOUN		0		False	False	False
ballot	NOUN	glasački listić	MWE	glasački listić	NOUN	glasanje	NOUN	glasanje	NOUN	glasački listić	0		True	False	False
ballot	VERB	glasati	VERB	glasati	VERB	glasati	VERB	glasati	VERB	glasati	0	glasati	True	True	True
balm	NOUN	balzam	NOUN	balzam	NOUN	melem	NOUN	balzam	NOUN	balzam	0	balzam	True	True	True
bane	NOUN	zlo	NOUN	zlo	NOUN	kob	NOUN	zlo	NOUN	zlo	0	zlo	True	True	True
bang	NOUN	prasak	NOUN	prasak	NOUN	udar	NOUN	buka	NOUN	prasak	0	prasak	True	True	True
bang	ADV			udariti	VERB	jak udarac	NOUN	udar	NOUN		0		False	False	False
bang	VERB	udariti	VERB	udariti	VERB	udariti	VERB	lupanje	NOUN	udariti	0	udariti	True	True	True
banger	NOUN	bomba	NOUN	bomba	NOUN	bomba	NOUN	vatromet	NOUN	bomba	0	bomba	True	True	True
banish	VERB	proterati	VERB	proterati	VERB	prognati	VERB	proterati	VERB	proterati	0	proterati	True	True	True
banishment	NOUN	proterivanje	NOUN	proterivanje	NOUN	progon	NOUN	proterivanje	NOUN	proterivanje	0	proterivanje	True	True	True
bank	NOUN	banka	NOUN	banka	NOUN	banka	NOUN	banka	NOUN	banka	0	banka	True	True	True
bank	VERB			banka	NOUN	banka	NOUN	banka	NOUN		0		False	False	False
banker	NOUN	bankar	NOUN	bankar	NOUN	bankar	NOUN	bankar	NOUN	bankar	0	bankar	True	True	True
bankrupt	ADJ			bankrot	NOUN	bankrotirati	VERB	bankrot	NOUN		0		False	False	False
bankrupt	NOUN	bankrot	NOUN	bankrot	NOUN	bankrot	NOUN	bankrot	NOUN	bankrot	0	bankrot	True	True	True
bankrupt	VERB	bankrotirati	VERB	bankrotirati	VERB	bankrotirati	VERB	bankrotirati	VERB	bankrotirati	0	bankrotirati	True	True	True
bankruptcy	NOUN	bankrot	NOUN	bankrot	NOUN	bankrot	NOUN	bankrot	NOUN	bankrot	0	bankrot	True	True	True
banquet	NOUN	banket	NOUN	banket	NOUN	banket	NOUN	banket	NOUN	banket	0	banket	True	True	True
